Accession,Description,POOL1,CF11,BL22,S112,S721,POOL2,CF21,BL11,S122,S712,S722,S111,BL21,CF12,POOL3,S711,S121,BL12,CF22,POOL4
tr|A0A140NF05|A0A140NF05_ECOBD,"Transcriptional regulator, LysR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3319 PE=3 SV=1",81515.28418,110443.2012,113238.3301,83259.89258,78986.47217000001,83735.82617,145625.1406,90540.13965,69792.46826000001,55497.30615,38784.81641,46059.54883,80501.40625,90350.69141,58961.96484,54231.69531,56737.984379999994,61948.150389999995,73470.63867,59857.75781
tr|A0A140NF06|A0A140NF06_ECOBD,Branched-chain amino acid transport system carrier protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3260 PE=3 SV=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73576.83984,38655.069339999995,110842.752,81118.54297000001,89436.8418,76464.0293,66542.02344,111842.9844,88485.15234,88431.03516
tr|A0A140NF10|A0A140NF10_ECOBD,Dihydroxy-acid dehydratase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ilvD PE=3 SV=1,10745302.3,9906215.586000001,14758940.3,8016865.31,8659763.23,11479051.08,11783568.66,15712645.57,9420698.521,8250938.395,6296861.123,6187705.94,12306020.81,8730217.78,9774580.127,8659393.769,8122338.372,12774740.83,9703872.192,10082407.63
tr|A0A140NF13|A0A140NF13_ECOBD,S-(hydroxymethyl)glutathione dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3301 PE=3 SV=1,2574237.115,2628068.045,3259289.16,2136481.3819999998,2154866.875,2723650.6289999997,2859043.521,3339763.1410000003,2234242.918,1827377.0,2262025.8430000003,2373756.287,3777122.827,2765035.642,3300416.4469999997,3033841.203,2884440.6739999996,3745116.012,3149108.663,3412370.84
tr|A0A140NF15|A0A140NF15_ECOBD,Isocitrate lyase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4022 PE=4 SV=1,10372064.61,14912038.35,20772524.48,4590187.284,4827242.528,10604336.09,17109642.45,13247734.74,4145556.61,4372315.694,3249988.48,4084544.55,22889366.0,16563469.04,12585507.04,6353799.512999999,5061506.825,13405018.12,19613804.37,12964445.1
tr|A0A140NF19|A0A140NF19_ECOBD,Ribokinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rbsK PE=3 SV=1,142112.553,147158.771,160789.4229,118399.5276,114140.56199999999,140296.5571,169872.5981,140905.9175,123050.7363,116373.2424,28562.63867,38973.50391,69158.75,58067.91797,59895.94116,43498.95703,42743.59387,67545.24146,61707.41417999999,59987.349239999996
tr|A0A140NF20|A0A140NF20_ECOBD,"Transcriptional regulator, IclR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3311 PE=4 SV=1",359008.4707,336674.8027,793555.6289,132978.7183,171879.0605,366359.834,359032.5566,764085.25,135318.9961,174171.20899999997,80891.3208,66403.14551,284166.0906,161154.7382,178837.9623,109833.5176,87217.19574,263944.7671,153237.5021,183705.8701
tr|A0A140NF24|A0A140NF24_ECOBD,Histone family protein DNA-binding protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4032 PE=3 SV=1,61373112.93,46547481.7,106992462.7,46876211.29,42176510.77,62889262.71,68758360.24,72681442.81,49511325.01,51718060.5,53586998.02,37275299.44,133483767.7,82600618.12,90737943.69,61753722.42,71404827.78,144620343.3,91029209.75,92577845.37
tr|A0A140NF27|A0A140NF27_ECOBD,"Transcriptional regulator, AsnC family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4289 PE=4 SV=1",53576.70215,67182.02734,75750.19336,44085.038089999995,57047.82373,70225.86523,65697.90723,83219.39844,40260.53369,48635.24268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tr|A0A140NF29|A0A140NF29_ECOBD,PsiF repeat protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3280 PE=4 SV=1,23364.99414,15205.11719,54073.125,6890.623047,8230.569336,21112.38672,20374.01563,62119.125,5682.337890999999,6934.971191,88166.89844,59434.51367000001,241790.5156,105073.4883,162176.5742,105251.8223,116676.3984,281611.5781,123978.5645,171110.4453
tr|A0A140NF30|A0A140NF30_ECOBD,N5-carboxyaminoimidazole ribonucleotide mutase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=purE PE=3 SV=1,339641.5669,339339.1323,367407.1816,266303.2834,281307.0754,381953.864,377696.2976,534698.8833,309337.4656,271344.3374,205380.9658,244032.8347,300928.0884,258826.7012,292932.5247,286713.5005,249734.9492,327582.0962,272172.7588,307055.231
tr|A0A140NF32|A0A140NF32_ECOBD,50S ribosomal protein L11 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rplK PE=3 SV=1,51130090.16,47281669.84,47580693.49,49442205.98,51799063.42,53664087.21,50798669.25,55154988.55,55088093.83,46584982.43,66307468.78,63741844.11,62125263.11,61966614.76,69565945.82,79949787.55,73112022.31,67949393.92,63222614.95,72313790.47
tr|A0A140NF33|A0A140NF33_ECOBD,HTH-type transcriptional repressor NsrR OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=nsrR PE=3 SV=1,857490.5,837839.5859,1013715.0390000001,832862.3672,841837.4453,965933.7109,947668.8516,1116104.742,982119.6875,756860.4453,512526.0098,527493.582,758282.0547,704351.8359,704514.4336,762893.0195,590619.6836,800686.8164,711322.6016,724189.3086
tr|A0A140NF36|A0A140NF36_ECOBD,LUD_dom domain-containing protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3349 PE=4 SV=1,587295.877,667515.1201,829931.3765,338215.1812,382441.1143,616988.4678,678786.2309999999,936207.2651,386165.8865,315764.3826,186377.1421,226150.8135,689199.0098,494974.3076,441278.0215,291420.1133,228433.62399999998,664679.9043,584939.084,495878.1045
tr|A0A140NF40|A0A140NF40_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3866 PE=4 SV=1,228930.7456,238799.355,262101.6094,186532.9419,206916.3682,233495.3857,243014.1006,280985.479,225216.1338,179169.0991,241230.4687,272579.5742,364832.7422,338381.7891,377190.375,369044.5625,320335.7813,385255.0781,388891.5547,377670.8125
tr|A0A140NF41|A0A140NF41_ECOBD,ATP synthase gamma chain OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=atpG PE=3 SV=1,21070549.99,21436971.6,30751808.67,16071173.34,17123708.2,22899677.37,22878717.1,30648211.85,17078826.51,15495134.99,18700511.08,17112947.34,35614453.14,26080557.93,27257549.16,23842903.22,22471568.98,36529409.2,26434851.86,28335574.35
tr|A0A140NF42|A0A140NF42_ECOBD,Protein translocase subunit SecE OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=secE PE=3 SV=1,1336531.75,1092589.2659999998,1430606.344,1133747.281,1167185.438,1228606.438,1588040.094,1181802.125,1015455.688,919875.3594,698857.125,356259.875,998519.6875,813229.625,773703.0625,733803.625,699604.3125,1032417.125,845360.8125,753005.1875
tr|A0A140NF44|A0A140NF44_ECOBD,HTH-type transcriptional repressor FabR OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=fabR PE=3 SV=1,500477.3047,581130.9844,687320.0625,337484.4961,451333.5977,533870.0117,623667.2344,671543.5977,368816.0078,383027.8984,226649.7441,186283.7578,440823.2207,390823.9688,351002.5977,296060.5586,231780.0215,453843.3633,371606.5996,362080.7227
tr|A0A140NF49|A0A140NF49_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3300 PE=4 SV=1,151604.62300000002,113420.1836,144886.00199999998,136546.4844,157995.0,159430.9707,144315.4883,152404.6582,148050.3848,104445.6572,106275.0313,118172.3984,167929.8652,156023.582,163080.2324,129840.2793,117808.6465,168602.9102,145237.6348,162397.1914
tr|A0A140NF50|A0A140NF50_ECOBD,Succinate dehydrogenase iron-sulfur subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3876 PE=3 SV=1,206224.375,140312.2734,429455.8125,154126.082,125036.6758,218605.5391,203130.4375,237259.2656,136029.0859,148247.9219,211236.5354,220991.5,923114.0054,456893.5945,477413.0327,289039.3748,257172.4302,795530.9829,499325.0107,517834.1863
tr|A0A140NF55|A0A140NF55_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3165 PE=4 SV=1,39126.16016,40204.98828,42309.73438,35686.75781,43369.21875,40307.71484,47532.66797,42353.05469,39799.90625,34879.17188,168054.5195,179533.2852,190249.7969,266412.5469,235472.2656,216640.7383,202086.6719,207016.8945,290464.1406,240708.7539
tr|A0A140NF56|A0A140NF56_ECOBD,NADPH-dependent FMN reductase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4319 PE=4 SV=1,238366.5244,293302.3047,303669.0176,162822.9443,191931.1455,228157.4531,308210.0254,306976.2031,183982.5713,144835.5088,460002.1724,418322.3594,795950.0859,762628.084,654233.9219,583736.7275,559601.1543,833502.4775,833740.1133,695485.2441
tr|A0A140NF57|A0A140NF57_ECOBD,"Transcriptional regulator, LysR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4063 PE=3 SV=1",1143845.922,1208515.7859999998,1622858.9819999998,880317.8409,895430.8645,1198007.253,1441072.716,1762120.1930000002,811739.2829999999,793558.6215,1111805.139,1028290.0,2409334.872,1767139.882,1764339.968,1465242.6730000002,1229721.5359999998,2409300.611,1926929.906,1914019.65
tr|A0A140NF62|A0A140NF62_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3351 PE=4 SV=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2059.1766350000003,2763.414795,13313.0686,8265.383301,9603.87207,4994.491211,4448.0802,11798.285890000001,9255.54126,6709.844971
tr|A0A140NF64|A0A140NF64_ECOBD,Cytosine deaminase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3320 PE=4 SV=1,1495508.949,1489906.8159999999,2275673.758,1100309.293,1189412.869,1615621.295,1694029.4019999998,2417113.023,1132994.9340000001,1085805.288,1522197.128,1505440.6230000001,2861330.542,2095217.372,2256001.4480000003,2119374.059,1549413.261,2855648.603,2585474.087,2444867.961
tr|A0A140NF66|A0A140NF66_ECOBD,Catalase-peroxidase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=katG PE=3 SV=1,17674175.83,15661436.81,28772476.63,11318899.41,13522422.43,18646853.91,20000997.64,30528828.01,11931299.29,12086379.43,12003443.46,11126436.37,32893267.81,18276562.48,21583760.63,15244408.65,14306758.41,33583442.3,21593406.89,22366518.37
tr|A0A140NF68|A0A140NF68_ECOBD,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3175 PE=3 SV=1,3199940.892,3439485.7660000003,4616286.336,2272351.413,2602993.148,3516270.873,3729635.514,5116274.598,2403203.0919999997,2356559.957,2436876.721,2215683.176,4688860.228999999,3385797.055,3526609.332,3206626.162,2524277.8540000003,4789828.451,3639639.684,3736379.749
tr|A0A140NF70|A0A140NF70_ECOBD,Ribonuclease P protein component OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rnpA PE=3 SV=1,1888368.523,2437526.984,1954407.77,1697976.063,1971962.219,2200518.164,2656370.156,2257614.371,1901057.625,1656653.8630000001,1961646.1469999999,2029766.487,2487439.168,2802007.789,2669833.912,2662198.518,2221634.465,2690164.1560000004,2962318.232,2728658.668
tr|A0A140NF71|A0A140NF71_ECOBD,"Transcriptional regulator, TetR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3896 PE=4 SV=1",257472.5566,391132.2813,418893.9297,154910.7275,192929.9219,261984.3008,227472.9609,486640.7852,145049.6162,161514.3135,32290.67383,24932.14648,65955.42969,67461.9375,64080.88672,57451.69531,29281.70313,60413.890629999994,65355.00391,69152.86719
tr|A0A140NF74|A0A140NF74_ECOBD,Bifunctional aspartokinase/homoserine dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4083 PE=3 SV=1,3269491.409,3744080.1,4323958.709,2891041.813,3267107.422,3588502.798,3606571.986,4731243.791,1619445.731,2931616.44,2506296.733,2579711.1040000003,3385933.89,2918519.528,2927490.837,3355910.27,1661153.521,3574320.3389999997,2716822.852,3100755.651
tr|A0A140NF78|A0A140NF78_ECOBD,Cell division protein FtsN OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ftsN PE=3 SV=1,3096729.646,3508740.1,3394135.5360000003,2583646.266,2796498.034,3288878.494,3430423.48,3820817.777,2568678.505,2435705.626,2394334.065,2710630.8189999997,3264533.117,3166397.162,3216910.6580000003,3229475.9080000003,2639302.337,3466407.92,3104260.271,3210229.3510000003
tr|A0A140NF80|A0A140NF80_ECOBD,Nucleoid-associated protein YbaB OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ybaB PE=3 SV=1,6387414.193,8128445.585,6444061.456,5305885.608,5567481.19,6573386.4629999995,7541594.907000001,9770980.446,4578220.991,4950906.721,7025979.038,8277461.459,13017728.52,8380000.811000001,10315420.84,10204179.03,8006150.124,11822932.93,8097017.471,10158541.09
tr|A0A140NF84|A0A140NF84_ECOBD,Sigma factor-binding protein Crl OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=crl PE=3 SV=1,3756541.142,4789937.423,6541470.045,1897631.75,2360501.914,3888521.623,5199926.0819999995,5014354.779,1755571.521,2047760.154,1977362.167,1270158.695,6330101.812000001,5719270.221,4280088.039,2802229.4480000003,2040809.709,6339002.973999999,4980235.327,4219968.183
tr|A0A140NF85|A0A140NF85_ECOBD,Glutamine amidotransferase class-II OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3399 PE=4 SV=1,875972.0234,954620.9668,1200761.528,585712.2075,718871.9971,930322.1377,1071939.365,1303091.092,624123.7725,581881.0537,831570.8828,846649.0859,1479158.5980000002,1188110.965,1172178.465,1018829.682,941367.4492,1454687.2619999999,1265874.0,1146698.312
tr|A0A140NF86|A0A140NF86_ECOBD,ATP-dependent protease ATPase subunit HslU OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hslU PE=2 SV=1,51260212.8,55916932.81,47982527.37,49371697.45,43097769.24,54096909.13,59275657.5,57092272.69,51670188.75,40670911.99,37753630.5,42013172.07,43204754.46,52719003.98,49699174.68,49246670.71,51359554.24,52531066.12,53673607.45,50614432.65
tr|A0A140NF94|A0A140NF94_ECOBD,DNA polymerase III subunit epsilon OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=dnaQ PE=4 SV=1,325189.8281,371661.0249,397353.2651,276661.3535,286849.959,381827.5459,394730.1577,459298.1035,296321.9844,271769.5215,298772.8672,434685.8828,354105.7656,358591.7422,438894.7188,572045.4922,375166.1602,404561.9453,423393.0625,470402.4609
tr|A0A140NF95|A0A140NF95_ECOBD,Sulfatase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3917 PE=4 SV=1,13273253.59,15182557.75,11233695.04,13171722.37,12288270.12,13866521.68,15484533.32,12217182.14,13382525.59,11555325.91,12186108.6,13704747.97,12020642.77,15618078.49,14634460.81,16735722.06,15015912.21,12438351.08,15274651.54,15638067.22
tr|A0A140NF98|A0A140NF98_ECOBD,Iron-sulfur cluster binding protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3350 PE=4 SV=1,143008.0381,170433.1465,287333.5234,64868.21729,84134.18848,165794.167,202134.2559,309442.6191,63389.82617000001,62110.28369,118322.1475,125662.7979,686129.2188,402558.6348,411368.9316,199397.5527,165781.7559,718612.1055,505165.3437,428326.2227
tr|A0A140NFA1|A0A140NFA1_ECOBD,"Two component transcriptional regulator, winged helix family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4111 PE=4 SV=1",1746181.1469999999,1651470.497,2458989.091,1278029.461,1331211.346,1826801.739,2094175.271,2247495.957,1380434.925,1396454.608,1754435.584,1669331.1330000001,3378183.832,2628092.199,2648201.172,2260782.91,2044667.2380000001,3572152.473,2922642.453,2738275.1760000004
tr|A0A140NFA2|A0A140NFA2_ECOBD,MOSC domain containing protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4113 PE=4 SV=1,748544.7578,858484.1484,981257.2969,561217.9277,592182.0898,801720.3145,961730.4297,1074465.824,575375.8008,488795.8926,485153.5391,541891.3047,964816.6211,810003.4424,789502.4063,692237.1582,614909.2119,912337.6025,921318.8506,817821.917
tr|A0A140NFA7|A0A140NFA7_ECOBD,Methionine import ATP-binding protein MetN OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=metN PE=3 SV=1,539366.4443,542729.0322,624852.3252,485144.8013,535936.4644,582692.6724,551122.8037,696872.082,501788.6548,485813.0718,643912.976,641666.9039,778650.8728,774794.4678,780037.7238,814903.1189,722907.8171,853404.2808,729367.2841,812989.0697
tr|A0A140NFA8|A0A140NFA8_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3401 PE=4 SV=1,221500.2498,160151.8771,353051.8054,212516.5779,172329.85600000003,256108.708,182892.7174,360717.9221,242647.7836,130293.1183,260639.25,385468.2813,659950.3555,358873.2842,456466.3721,267996.001,436599.0889,575580.8545,320296.0322,475426.8975
tr|A0A140NFA9|A0A140NFA9_ECOBD,Histone family protein DNA-binding protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3215 PE=3 SV=1,39990661.49,38504118.67,61200176.64,29427176.06,27317357.34,40117150.13,46238307.94,51286332.67,31788120.9,31353256.72,31176568.0,26767327.27,66242368.74,48836969.45,47752619.08,36940285.56,36466921.78,66102632.16,51004737.53,48223417.7
tr|A0A140NFB6|A0A140NFB6_ECOBD,Methyltransferase type 11 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3411 PE=4 SV=1,6330.598145,10235.0957,12584.83496,6024.082031,6874.841309,8905.197266,11348.08594,11822.01367,7270.258301000001,6941.264648,16759.051030000002,23942.79199,22345.83911,18898.27637,23279.47241,30138.68677,21580.75171,25268.71484,20007.64429,25332.784180000002
tr|A0A140NFB9|A0A140NFB9_ECOBD,"Formate dehydrogenase, alpha subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4131 PE=3 SV=1",2891077.6610000003,3341646.146,3254012.43,2470947.914,2506060.139,3081178.01,3622966.85,3511084.172,2397035.355,2300193.8030000003,1875985.25,1986529.531,2785331.6569999997,2799174.4110000003,2576627.457,2644013.071,2178252.307,2732541.8680000002,2947263.062,2767915.454
tr|A0A140NFC3|A0A140NFC3_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3370 PE=4 SV=1,1116181.721,968419.918,1112266.113,1092297.799,1148145.094,1179247.994,1171722.5590000001,1142381.973,1172985.65,1156341.451,853759.75,901802.0742,1100213.967,892618.5078,1014109.385,1013614.7990000001,1132997.199,1017463.199,939354.5098,1131568.939
tr|A0A140NFC6|A0A140NFC6_ECOBD,UPF0234 protein YajQ OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=yajQ PE=3 SV=1,12865711.18,13024827.06,15303509.54,10052301.41,11601973.84,13609115.27,14051192.97,18021062.78,9972126.599,9611904.607,11307128.77,10400218.6,16222466.54,13305691.86,14550295.85,14197478.17,12125303.87,18226220.16,14769829.43,15217607.27
tr|A0A140NFC7|A0A140NFC7_ECOBD,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=fabZ PE=3 SV=1,9292971.507000001,9630237.146,11988243.0,6940903.884,7920812.397999999,9258847.949,11198556.91,11696725.21,6017908.366,6446328.594,7686434.057,6071892.892000001,13591763.72,10707292.86,11027968.41,10019445.14,6808563.695,14660315.75,12655304.79,11411154.07
tr|A0A140NFD1|A0A140NFD1_ECOBD,"Transcriptional regulator, DeoR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4143 PE=4 SV=1",245179.2996,314595.4385,263631.1572,163434.9022,197408.5833,272052.7368,230936.2556,461242.9014,188367.5688,160795.2797,257132.5142,290346.6969,521298.907,357569.6755,405304.1234,358763.37700000004,348709.0364,532875.858,376795.3357,407077.3239
tr|A0A140NFD2|A0A140NFD2_ECOBD,Lipoprotein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3421 PE=3 SV=1,14444984.06,15482532.58,22595404.15,10044422.06,11498326.69,14800297.45,13718001.02,22048235.93,11090852.88,9934737.633,12034884.83,11935808.01,24481793.75,16259966.76,17900489.85,16316107.74,12312190.16,22759869.54,16580287.33,18689980.36
tr|A0A140NFD8|A0A140NFD8_ECOBD,Transcription antitermination protein NusB OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=nusB PE=3 SV=1,8103671.047,10567880.12,8907936.188,6132511.227000001,6340052.507999999,8196070.852000001,10324307.82,8942549.859,6323840.507999999,6907673.594,7121222.847999999,5935235.484,11749614.5,12625108.56,10595476.25,10516411.79,8496348.871,12909642.43,11483275.72,11079525.62
tr|A0A140NFE1|A0A140NFE1_ECOBD,tRNA(Ile)-lysidine synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=tilS PE=3 SV=1,305207.1152,312634.4268,341647.1719,246490.1172,268468.4512,309880.0771,336686.459,382242.4395,277749.9229,244212.0684,23130.41211,19933.18164,38864.38428,32685.03223,32832.13281,29156.66943,32811.31787,41497.31641,36668.686519999996,36277.26563
