Entry,Entry_name,Status,Protein_names,Gene_names,Organism,Length,Gene_ontology_biological_process,Gene_ontology_cellular_component,Gene_ontology_GO,Gene_ontology_molecular_function,Gene_ontology_IDs,EC_number,Intramembrane,Subcellular_location_CC,Topological_domain,Transmembrane
A0A140N7F6,A0A140N7F6_ECOBD,unreviewed,Vitamin B12 import ATP-binding protein BtuD (EC 7.6.2.8) (Vitamin B12-transporting ATPase),btuD ECBD_1936,Escherichia coli (strain B / BL21-DE3),249,,plasma membrane [GO:0005886],plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled vitamin B12 transmembrane transporter activity [GO:0015420],ATPase activity [GO:0016887]; ATPase-coupled vitamin B12 transmembrane transporter activity [GO:0015420]; ATP binding [GO:0005524],GO:0005524; GO:0005886; GO:0015420; GO:0016887,7.6.2.8,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01005}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_01005}.,,
A0A140NG46,A0A140NG46_ECOBD,unreviewed,Carboxylate/amino acid/amine transporter,ECBD_4211,Escherichia coli (strain B / BL21-DE3),299,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 29 47 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 59 81 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 87 105 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 112 130 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 136 158 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 170 190 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 202 222 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 234 253 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 259 276 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NG58,A0A140NG58_ECOBD,unreviewed,Regulatory protein GntR HTH,ECBD_3506,Escherichia coli (strain B / BL21-DE3),254,,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],GO:0003677; GO:0003700,,,,,
A0A140NB00,A0A140NB00_ECOBD,unreviewed,Biofilm regulator BssR,ECBD_2787,Escherichia coli (strain B / BL21-DE3),127,,,,,,,,,,
A0A140N4F4,A0A140N4F4_ECOBD,unreviewed,OmpA/MotB domain protein,ECBD_1081,Escherichia coli (strain B / BL21-DE3),160,,cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021],cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021],,GO:0009279; GO:0016021,,,,,
A0A140NFM3,A0A140NFM3_ECOBD,unreviewed,ATP-dependent helicase HrpB,ECBD_3471,Escherichia coli (strain B / BL21-DE3),809,,,ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676],ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676],GO:0003676; GO:0004386; GO:0005524,,,,,
A0A140NFJ8,A0A140NFJ8_ECOBD,unreviewed,ABC transporter related,ECBD_3492,Escherichia coli (strain B / BL21-DE3),308,,,ATP binding [GO:0005524]; ATPase activity [GO:0016887],ATPase activity [GO:0016887]; ATP binding [GO:0005524],GO:0005524; GO:0016887,,,,,
A0A140NF07,A0A140NF07_ECOBD,unreviewed,Uncharacterized protein YjbE,ECBD_4011,Escherichia coli (strain B / BL21-DE3),80,,,,,,,,,,
A0A140N5G9,A0A140N5G9_ECOBD,unreviewed,UPF0306 protein YhbP,yhbP ECBD_0586,Escherichia coli (strain B / BL21-DE3),147,,,cofactor binding [GO:0048037],cofactor binding [GO:0048037],GO:0048037,,,,,
A0A140N670,A0A140N670_ECOBD,unreviewed,"Transcriptional regulator, ArsR family",ECBD_1052,Escherichia coli (strain B / BL21-DE3),99,,,DNA-binding transcription factor activity [GO:0003700],DNA-binding transcription factor activity [GO:0003700],GO:0003700,,,,,
A0A140NAE5,A0A140NAE5_ECOBD,unreviewed,Amino acid permease-associated region,ECBD_1643,Escherichia coli (strain B / BL21-DE3),452,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857],transmembrane transporter activity [GO:0022857],GO:0016021; GO:0022857,,,,,TRANSMEM 20 42 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 54 73 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 94 116 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 128 146 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 158 179 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 199 217 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 237 260 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 287 315 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 336 355 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 361 383 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 395 413 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 419 437 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N6P5,A0A140N6P5_ECOBD,unreviewed,Beta-phosphoglucomutase family hydrolase,ECBD_1030,Escherichia coli (strain B / BL21-DE3),188,,,hydrolase activity [GO:0016787],hydrolase activity [GO:0016787],GO:0016787,,,,,
A0A140N5W8,A0A140N5W8_ECOBD,unreviewed,Uncharacterized protein,ECBD_0031,Escherichia coli (strain B / BL21-DE3),160,,,,,,,,,,
A0A140NCW8,A0A140NCW8_ECOBD,unreviewed,"Heavy metal efflux pump, CzcA family",ECBD_3087,Escherichia coli (strain B / BL21-DE3),1047,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324],cation transmembrane transporter activity [GO:0008324],GO:0008324; GO:0016021,,,,,TRANSMEM 12 32 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 338 357 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 364 384 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 390 411 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 442 464 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 484 505 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 538 554 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 874 891 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 898 918 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 924 948 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 985 1006 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 1012 1037 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N947,A0A140N947_ECOBD,unreviewed,Uncharacterized protein,ECBD_1919,Escherichia coli (strain B / BL21-DE3),178,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 15 33 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 83 101 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 150 172 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NGP8,A0A140NGP8_ECOBD,unreviewed,"Transcriptional regulator, AraC family",ECBD_3913,Escherichia coli (strain B / BL21-DE3),302,,,DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565],DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565],GO:0003700; GO:0043565,,,,,
A0A140N9C8,A0A140N9C8_ECOBD,unreviewed,Benzoate transporter,ECBD_2206,Escherichia coli (strain B / BL21-DE3),391,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; benzoate transmembrane transporter activity [GO:0042925],benzoate transmembrane transporter activity [GO:0042925],GO:0016021; GO:0042925,,,,,TRANSMEM 41 63 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 94 114 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 119 138 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 168 187 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 207 224 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 288 313 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 319 337 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 349 382 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N6Y6,A0A140N6Y6_ECOBD,unreviewed,Uncharacterized protein,ECBD_1048,Escherichia coli (strain B / BL21-DE3),114,,,,,,,,,,
A0A140N5F5,A0A140N5F5_ECOBD,unreviewed,Diguanylate cyclase/phosphodiesterase,ECBD_0494,Escherichia coli (strain B / BL21-DE3),646,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 7 31 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 130 155 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NC13,A0A140NC13_ECOBD,unreviewed,Outer membrane lipoprotein Blc,ECBD_3880,Escherichia coli (strain B / BL21-DE3),178,,cell outer membrane [GO:0009279],cell outer membrane [GO:0009279]; lipid binding [GO:0008289],lipid binding [GO:0008289],GO:0008289; GO:0009279,,,SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000256|PIRNR:PIRNR036893}.,,
A0A140NA73,A0A140NA73_ECOBD,unreviewed,Uncharacterized protein,ECBD_2233,Escherichia coli (strain B / BL21-DE3),768,,,,,,,,,,
A0A140N6R7,A0A140N6R7_ECOBD,unreviewed,Uncharacterized protein,ECBD_0158,Escherichia coli (strain B / BL21-DE3),155,,,,,,,,,,
A0A140N7Y5,A0A140N7Y5_ECOBD,unreviewed,Uncharacterized protein,ECBD_1268,Escherichia coli (strain B / BL21-DE3),54,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 6 24 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N9U9,A0A140N9U9_ECOBD,unreviewed,Uncharacterized protein,ECBD_1327,Escherichia coli (strain B / BL21-DE3),274,,,,,,,,,,
A0A140N9G3,A0A140N9G3_ECOBD,unreviewed,Uncharacterized protein,ECBD_1296,Escherichia coli (strain B / BL21-DE3),91,,,,,,,,,,
A0A140N7U6,A0A140N7U6_ECOBD,unreviewed,Microcompartments protein,ECBD_1228,Escherichia coli (strain B / BL21-DE3),111,,polyhedral organelle [GO:0031469],polyhedral organelle [GO:0031469],,GO:0031469,,,,,
A0A140NAB5,A0A140NAB5_ECOBD,unreviewed,PfkB domain protein,ECBD_1498,Escherichia coli (strain B / BL21-DE3),362,,,"kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]","kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]",GO:0016301; GO:0016773,,,,,
A0A140NAB0,A0A140NAB0_ECOBD,unreviewed,Uncharacterized protein,ECBD_1612,Escherichia coli (strain B / BL21-DE3),464,,,,,,,,,,
A0A140NC00,A0A140NC00_ECOBD,unreviewed,Oxidoreductase domain protein,ECBD_2021,Escherichia coli (strain B / BL21-DE3),346,,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],GO:0016491,,,,,
A0A140NG96,A0A140NG96_ECOBD,unreviewed,Uncharacterized protein,ECBD_3761,Escherichia coli (strain B / BL21-DE3),41,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 21 40 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N9X2,A0A140N9X2_ECOBD,unreviewed,Sulfatase,ECBD_1469,Escherichia coli (strain B / BL21-DE3),586,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; sulfuric ester hydrolase activity [GO:0008484],sulfuric ester hydrolase activity [GO:0008484],GO:0008484; GO:0016021,,,,,TRANSMEM 21 39 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 51 73 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 85 103 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 135 157 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 169 191 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N8G0,A0A140N8G0_ECOBD,unreviewed,Transglycosylase-associated protein,ECBD_1850,Escherichia coli (strain B / BL21-DE3),82,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 6 21 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 28 52 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 58 77 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NHB4,A0A140NHB4_ECOBD,unreviewed,Uncharacterized protein,ECBD_3939,Escherichia coli (strain B / BL21-DE3),109,,,,,,,,,,
A0A140NDB2,A0A140NDB2_ECOBD,unreviewed,Uncharacterized protein,ECBD_2717,Escherichia coli (strain B / BL21-DE3),330,,,,,,,,,,
A0A140NGE4,A0A140NGE4_ECOBD,unreviewed,Oxidoreductase domain protein,ECBD_3762,Escherichia coli (strain B / BL21-DE3),372,,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],GO:0016491,,,,,
A0A140N2R6,A0A140N2R6_ECOBD,unreviewed,RHS protein,ECBD_0135,Escherichia coli (strain B / BL21-DE3),312,,,,,,,,,,
A0A140NBL0,A0A140NBL0_ECOBD,unreviewed,Polysaccharide export protein,ECBD_2611,Escherichia coli (strain B / BL21-DE3),386,,membrane [GO:0016020],membrane [GO:0016020]; polysaccharide transmembrane transporter activity [GO:0015159],polysaccharide transmembrane transporter activity [GO:0015159],GO:0015159; GO:0016020,,,,,
A0A140NB89,A0A140NB89_ECOBD,unreviewed,17 kDa surface antigen,ECBD_2491,Escherichia coli (strain B / BL21-DE3),179,,outer membrane [GO:0019867],outer membrane [GO:0019867],,GO:0019867,,,,,
A0A140NA57,A0A140NA57_ECOBD,unreviewed,Phosphatase NudJ (EC 3.6.1.-),nudJ ECBD_2465,Escherichia coli (strain B / BL21-DE3),153,,,nucleoside-triphosphatase activity [GO:0017111]; thiamine-pyrophosphatase activity [GO:0004787],nucleoside-triphosphatase activity [GO:0017111]; thiamine-pyrophosphatase activity [GO:0004787],GO:0004787; GO:0017111,3.6.1.-,,,,
A0A140N832,A0A140N832_ECOBD,unreviewed,Uncharacterized protein,ECBD_0691,Escherichia coli (strain B / BL21-DE3),209,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 12 35 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 66 86 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 98 117 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N7U0,A0A140N7U0_ECOBD,unreviewed,Transport-associated,ECBD_0590,Escherichia coli (strain B / BL21-DE3),191,,,,,,,,,,
A0A140NCS8,A0A140NCS8_ECOBD,unreviewed,YaeQ family protein,ECBD_3428,Escherichia coli (strain B / BL21-DE3),181,,,,,,,,,,
A0A140NA22,A0A140NA22_ECOBD,unreviewed,RHS protein,ECBD_3157,Escherichia coli (strain B / BL21-DE3),236,,,,,,,,,,
A0A140SS48,A0A140SS48_ECOBD,unreviewed,Uncharacterized protein,ECBD_3986,Escherichia coli (strain B / BL21-DE3),94,,,,,,,,,,
A0A140N6P7,A0A140N6P7_ECOBD,unreviewed,FeoA family protein,ECBD_0337,Escherichia coli (strain B / BL21-DE3),75,,,transition metal ion binding [GO:0046914],transition metal ion binding [GO:0046914],GO:0046914,,,,,
A0A140N7K4,A0A140N7K4_ECOBD,unreviewed,Uncharacterized protein,ECBD_0642,Escherichia coli (strain B / BL21-DE3),122,,,,,,,,,,
A0A140N961,A0A140N961_ECOBD,unreviewed,Uncharacterized protein,ECBD_2119,Escherichia coli (strain B / BL21-DE3),119,,,,,,,,,,
A0A140N6B7,A0A140N6B7_ECOBD,unreviewed,Exonuclease RNase T and DNA polymerase III,ECBD_1796,Escherichia coli (strain B / BL21-DE3),220,,,exonuclease activity [GO:0004527]; nucleic acid binding [GO:0003676],exonuclease activity [GO:0004527]; nucleic acid binding [GO:0003676],GO:0003676; GO:0004527,,,,,
A0A140N4S5,A0A140N4S5_ECOBD,unreviewed,PBS lyase HEAT domain protein repeat-containing protein,ECBD_0136,Escherichia coli (strain B / BL21-DE3),280,,,lyase activity [GO:0016829],lyase activity [GO:0016829],GO:0016829,,,,,
A0A140N530,A0A140N530_ECOBD,unreviewed,YfcL protein,ECBD_1334,Escherichia coli (strain B / BL21-DE3),92,,,,,,,,,,
A0A140NGF2,A0A140NGF2_ECOBD,unreviewed,Uncharacterized protein,ECBD_3812,Escherichia coli (strain B / BL21-DE3),447,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; flavin adenine dinucleotide binding [GO:0050660],flavin adenine dinucleotide binding [GO:0050660],GO:0016021; GO:0050660,,,,,TRANSMEM 56 80 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 100 119 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 139 162 Helical. {ECO:0000256|SAM:Phobius}.
A0A140ND05,A0A140ND05_ECOBD,unreviewed,Uncharacterized protein,ECBD_2579,Escherichia coli (strain B / BL21-DE3),69,,,,,,,,,,
A0A140NA56,A0A140NA56_ECOBD,unreviewed,SNARE associated Golgi protein,ECBD_1342,Escherichia coli (strain B / BL21-DE3),219,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 27 49 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 69 92 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 156 178 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 190 208 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NCC0,A0A140NCC0_ECOBD,unreviewed,DUF3950 domain-containing protein,ECBD_2875,Escherichia coli (strain B / BL21-DE3),64,,,,,,,,,,
A0A140N4H7,A0A140N4H7_ECOBD,unreviewed,SSS sodium solute transporter superfamily,ECBD_0023,Escherichia coli (strain B / BL21-DE3),571,,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857],transmembrane transporter activity [GO:0022857],GO:0005886; GO:0016021; GO:0022857,,,,,TRANSMEM 6 22 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 34 56 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 76 98 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 119 141 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 161 180 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 192 212 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 242 261 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 282 307 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 327 349 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 381 397 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 409 427 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 434 454 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 460 481 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 506 526 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 532 550 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NEK8,A0A140NEK8_ECOBD,unreviewed,Uncharacterized protein,ECBD_2940,Escherichia coli (strain B / BL21-DE3),35,,,,,,,,,,
A0A140NBV4,A0A140NBV4_ECOBD,unreviewed,Uncharacterized protein YbdJ,ECBD_3082,Escherichia coli (strain B / BL21-DE3),66,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 35 54 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NCA1,A0A140NCA1_ECOBD,unreviewed,Uncharacterized protein,ECBD_3677,Escherichia coli (strain B / BL21-DE3),67,,,,,,,,,,
A0A140N6A0,A0A140N6A0_ECOBD,unreviewed,OmpA/MotB domain protein,ECBD_0185,Escherichia coli (strain B / BL21-DE3),219,,cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021],cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021],,GO:0009279; GO:0016021,,,,,TRANSMEM 36 55 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 62 81 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N778,A0A140N778_ECOBD,unreviewed,Sensor protein (EC 2.7.13.3),ECBD_1221,Escherichia coli (strain B / BL21-DE3),566,,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983],ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983],GO:0000155; GO:0005524; GO:0005886; GO:0016021; GO:0046983,2.7.13.3,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|PIRNR:PIRNR003167}.,,TRANSMEM 14 34 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 147 169 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N966,A0A140N966_ECOBD,unreviewed,Curli assembly protein CsgE,ECBD_2560,Escherichia coli (strain B / BL21-DE3),129,,,,,,,,,,
A0A140NDW7,A0A140NDW7_ECOBD,unreviewed,Sulfatase,ECBD_4241,Escherichia coli (strain B / BL21-DE3),551,,,sulfuric ester hydrolase activity [GO:0008484],sulfuric ester hydrolase activity [GO:0008484],GO:0008484,,,,,
A0A140NEC7,A0A140NEC7_ECOBD,unreviewed,DNA packaging Nu1,ECBD_3096,Escherichia coli (strain B / BL21-DE3),191,,,,,,,,,,
A0A140NGW4,A0A140NGW4_ECOBD,unreviewed,tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.-) (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A),dusA ECBD_3984,Escherichia coli (strain B / BL21-DE3),345,,,flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; tRNA binding [GO:0000049]; tRNA-dihydrouridine20 synthase activity [GO:0102264],flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; tRNA binding [GO:0000049]; tRNA-dihydrouridine20 synthase activity [GO:0102264],GO:0000049; GO:0010181; GO:0050660; GO:0102264,1.3.1.-; 1.3.1.91,,,,
A0A140NCF1,A0A140NCF1_ECOBD,unreviewed,UPF0386 protein YjhX,yjhX ECBD_3730,Escherichia coli (strain B / BL21-DE3),85,,,,,,,,,,
A0A140N9I8,A0A140N9I8_ECOBD,unreviewed,Uncharacterized protein,ECBD_1970,Escherichia coli (strain B / BL21-DE3),69,,,,,,,,,,
A0A140NDF9,A0A140NDF9_ECOBD,unreviewed,Taurine dioxygenase (EC 1.14.11.17),ECBD_3293,Escherichia coli (strain B / BL21-DE3),283,,,taurine dioxygenase activity [GO:0000908],taurine dioxygenase activity [GO:0000908],GO:0000908,1.14.11.17,,,,
A0A140N6U0,A0A140N6U0_ECOBD,unreviewed,Amino acid permease-associated region,ECBD_0378,Escherichia coli (strain B / BL21-DE3),445,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857],transmembrane transporter activity [GO:0022857],GO:0016021; GO:0022857,,,,,TRANSMEM 12 32 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 44 66 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 87 113 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 125 143 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 155 175 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 195 219 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 231 256 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 276 302 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 387 406 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 412 434 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N8F5,A0A140N8F5_ECOBD,unreviewed,Transcription activator effector binding,ECBD_0716,Escherichia coli (strain B / BL21-DE3),160,,,,,,,,,,
A0A140NBT6,A0A140NBT6_ECOBD,unreviewed,Major capsid protein E,ECBD_2868,Escherichia coli (strain B / BL21-DE3),341,,,,,,,,,,
A0A140N850,A0A140N850_ECOBD,unreviewed,NAD(P)H dehydrogenase (Quinone),ECBD_0711,Escherichia coli (strain B / BL21-DE3),193,,,,,,,,,,
A0A140NC98,A0A140NC98_ECOBD,unreviewed,Uncharacterized protein,ECBD_2332,Escherichia coli (strain B / BL21-DE3),34,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 12 29 Helical. {ECO:0000256|SAM:Phobius}.
